Product,Product Description,Material Group (for the Product),Material Type (for the Product),IM Material Number,Material Type For IM Material,Material Sub group,IM Material Description,IM Spec Number,ZHE1 Material Number,ZHE1 Material Description,Mfr Part Number,X-Plant Matl Status of ZHE1 Matl,Manufacturer,Manufacturer_Name,Mfr Block Function,Approved_MFG_Location,Source Location,ADM Country,ADM Animal,ADM Tissue
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11005897,"SIUSE Tubng  3/4"" Inflate-Purge",HM00018-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",US,BOV,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11013203,"SIUSE Tubng  3/4"" Inflate-Purge",HM00316-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11013203,"SIUSE Tubng  3/4"" Inflate-Purge",HM00316-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MEX,BOV,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11005898,"SIUSE Tubng 3/4"" Recirculation",HM00026-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11005898,"SIUSE Tubng 3/4"" Recirculation",HM00026-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MX,BOV,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11005898,"SIUSE Tubng 3/4"" Recirculation",HM00026-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",US,BOV,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11013173,"SIUSE Tubng 3/4"" Recirculation",HM00319-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11013240,"SIUSE Tubng 3/4"" Recirculation",FTN001-N00-B8151-01,Z2,100050398,MEISSNER FILTRATION PRODUCTS INC,Z3,,,,,
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002123,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Vent Tubing",RMS-002137,11005899,"SIUSE Tubng 3/4"" Vent Tubing",HM00020-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002123,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Vent Tubing",RMS-002137,11005899,"SIUSE Tubng 3/4"" Vent Tubing",HM00020-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MX,BOV,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002123,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Vent Tubing",RMS-002137,11005899,"SIUSE Tubng 3/4"" Vent Tubing",HM00020-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",US,BOV,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002123,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Vent Tubing",RMS-002137,11013174,"SIUSE Tubng 3/4"" Vent Tubing",HM00317-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002166,ZRO1,SIUSE,SIUSE SHC XLT10 filter assembly,RMS-002126,11005842,SIUSE SHC XLT10 filter assembly,B106161-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002166,ZRO1,SIUSE,SIUSE SHC XLT10 filter assembly,RMS-002126,11005842,SIUSE SHC XLT10 filter assembly,B106161-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MX,BOV,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002166,ZRO1,SIUSE,SIUSE SHC XLT10 filter assembly,RMS-002126,11005842,SIUSE SHC XLT10 filter assembly,B106161-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",ND,ND,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002166,ZRO1,SIUSE,SIUSE SHC XLT10 filter assembly,RMS-002126,11005842,SIUSE SHC XLT10 filter assembly,B106161-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",US,BOV,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002192,ZRO1,SIUSE,"SIUSE 3/4"" Silicone Ext-TCs, 10' Tubng",RMS-002163,11005941,"SIUSE 3/4"" Silicone Ext-TCs, 10' Tubng",B106105-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",ND,ND,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3002202,ZRO1,SIUSE,SIUSE ¾” ID Tubing Assy Y 1x F 2x M,RMS-002182,11005950,SIUSE ¾” ID Tubing Assy Y 1x F 2x M,B106114-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",ND,ND,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3003348,ZRO1,FLTR,FLTR Sartofluor GA 0.2 MidiCap,RMS-002515,11007476,FLTR Sartofluor GA 0.2 MidiCap,5185307T9--SS--A,Z0,100073496,SARTORIUS STEDIM NORTH AMERICA INC,Z3,,,,,
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3003817,ZRO1,SIUSE,SIUSE 750L ASI Impulse Prep Bag,RMS-002430,11008301,SIUSE 750L ASI Impulse Prep Bag,HM00094-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3003817,ZRO1,SIUSE,SIUSE 750L ASI Impulse Prep Bag,RMS-002430,11013235,SIUSE 750L ASI Impulse Prep Bag,HM00314-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3004926,ZRO1,VSLBG,VSLBG 2 X 100L Drum Bags with OPTAs,RMS-002945,11010408,VSLBG 2 X 100L Drum Bags with OPTAs,B111521-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,ND,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3004926,ZRO1,VSLBG,VSLBG 2 X 100L Drum Bags with OPTAs,RMS-002945,11010408,VSLBG 2 X 100L Drum Bags with OPTAs,B111521-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MX,ND,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3004926,ZRO1,VSLBG,VSLBG 2 X 100L Drum Bags with OPTAs,RMS-002945,11010408,VSLBG 2 X 100L Drum Bags with OPTAs,B111521-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",ND,ND,TLW
7001511,"SOL 2M Tris Base, ASM",,ZHA2,3004926,ZRO1,VSLBG,VSLBG 2 X 100L Drum Bags with OPTAs,RMS-002945,11010408,VSLBG 2 X 100L Drum Bags with OPTAs,B111521-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",US,ND,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,2004,ZRO1,CHEM,CHEM Potassium Phosphate Monobasic NF,RMS-000824,11000668,CHEM Potassium Phosphate Monobasic NF,1.04871.XXXX,Z0,100050563,EMD MILLIPORE CORP,Z3,,,,,
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,2004,ZRO1,CHEM,CHEM Potassium Phosphate Monobasic NF,RMS-000824,11000669,CHEM Potassium Phosphate Monobasic NF,3248,Z0,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,2004,ZRO1,CHEM,CHEM Potassium Phosphate Monobasic NF,RMS-000824,11006888,CHEM Potassium Phosphate Monobasic NF,3247,Z0,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,2062,ZRO1,CHEM,CHEM Potassium Phosphate Dibasic USP,RMS-000900,11000765,CHEM Potassium Phosphate Dibasic USP,3251 OR 3250,Z0,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,2062,ZRO1,CHEM,CHEM Potassium Phosphate Dibasic USP,RMS-000900,11002967,CHEM Potassium Phosphate Dibasic USP,1.09828 OR 1.37010,Z0,100050563,EMD MILLIPORE CORP,Z3,,,,,
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3001023,ZRO1,FLTR,"FLTR Opticap XL 4"" w/Aervent 0.2Micron",RMS-001427,11003069,"FLTR Opticap XL 4"" w/Aervent 0.2Micron",KTGRA04TT3,Z0,100046380,EMD MILLIPORE CORP,Z3,,,CA,BOV,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3001023,ZRO1,FLTR,"FLTR Opticap XL 4"" w/Aervent 0.2Micron",RMS-001427,11003069,"FLTR Opticap XL 4"" w/Aervent 0.2Micron",KTGRA04TT3,Z0,100046380,EMD MILLIPORE CORP,Z3,,,US,BOV,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11005897,"SIUSE Tubng  3/4"" Inflate-Purge",HM00018-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11005897,"SIUSE Tubng  3/4"" Inflate-Purge",HM00018-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MX,BOV,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11005897,"SIUSE Tubng  3/4"" Inflate-Purge",HM00018-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",US,BOV,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11013203,"SIUSE Tubng  3/4"" Inflate-Purge",HM00316-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11013203,"SIUSE Tubng  3/4"" Inflate-Purge",HM00316-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MEX,BOV,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11005898,"SIUSE Tubng 3/4"" Recirculation",HM00026-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11005898,"SIUSE Tubng 3/4"" Recirculation",HM00026-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MX,BOV,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11005898,"SIUSE Tubng 3/4"" Recirculation",HM00026-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",US,BOV,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11013173,"SIUSE Tubng 3/4"" Recirculation",HM00319-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11013240,"SIUSE Tubng 3/4"" Recirculation",FTN001-N00-B8151-01,Z2,100050398,MEISSNER FILTRATION PRODUCTS INC,Z3,,,,,
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002123,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Vent Tubing",RMS-002137,11005899,"SIUSE Tubng 3/4"" Vent Tubing",HM00020-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002123,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Vent Tubing",RMS-002137,11005899,"SIUSE Tubng 3/4"" Vent Tubing",HM00020-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MX,BOV,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002123,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Vent Tubing",RMS-002137,11005899,"SIUSE Tubng 3/4"" Vent Tubing",HM00020-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",US,BOV,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002123,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Vent Tubing",RMS-002137,11013174,"SIUSE Tubng 3/4"" Vent Tubing",HM00317-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002166,ZRO1,SIUSE,SIUSE SHC XLT10 filter assembly,RMS-002126,11005842,SIUSE SHC XLT10 filter assembly,B106161-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002166,ZRO1,SIUSE,SIUSE SHC XLT10 filter assembly,RMS-002126,11005842,SIUSE SHC XLT10 filter assembly,B106161-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MX,BOV,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002166,ZRO1,SIUSE,SIUSE SHC XLT10 filter assembly,RMS-002126,11005842,SIUSE SHC XLT10 filter assembly,B106161-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",ND,ND,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002166,ZRO1,SIUSE,SIUSE SHC XLT10 filter assembly,RMS-002126,11005842,SIUSE SHC XLT10 filter assembly,B106161-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",US,BOV,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3002192,ZRO1,SIUSE,"SIUSE 3/4"" Silicone Ext-TCs, 10' Tubng",RMS-002163,11005941,"SIUSE 3/4"" Silicone Ext-TCs, 10' Tubng",B106105-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",ND,ND,TLW
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3003348,ZRO1,FLTR,FLTR Sartofluor GA 0.2 MidiCap,RMS-002515,11007476,FLTR Sartofluor GA 0.2 MidiCap,5185307T9--SS--A,Z0,100073496,SARTORIUS STEDIM NORTH AMERICA INC,Z3,,,,,
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3003777,ZRO1,CHEM,CHEM Potassium PO4 Dibasic 67929g,RMS-000900,11008438,CHEM Potassium PO4 Dibasic 67929g,3251 OR 3250,Z0,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3003780,ZRO1,CHEM,CHEM Potassium PO4 Monobasic 57156g,RMS-000824,11008441,CHEM Potassium PO4 Monobasic 57156g,3248,Z2,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3003798,ZRO1,SIUSE,"SIUSE 2500L Storage bag with 3/4"" MACD",RMS-002509,11008284,"SIUSE 2500L Storage bag with 3/4"" MACD",MIL2500L1383702,Z2,100046380,EMD MILLIPORE CORP,Z3,,,,,
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3003798,ZRO1,SIUSE,"SIUSE 2500L Storage bag with 3/4"" MACD",RMS-002509,11014516,"SIUSE 2500L Storage bag with 3/4"" MACD",B118244-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3003848,ZRO1,SIUSE,SIUSE 5000L ASI IMPULSE PREP BAG,RMS-002574,11008377,SIUSE 5000L ASI IMPULSE PREP BAG,HM00068-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001512,"SOL 2M Potassium Phosphate, pH7.2",,ZHA2,3003848,ZRO1,SIUSE,SIUSE 5000L ASI IMPULSE PREP BAG,RMS-002574,11013236,SIUSE 5000L ASI IMPULSE PREP BAG,HM00315-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,2017,ZRO1,CHEM,CHEM Tris Base,RMS-000842,11000688,CHEM Tris Base,4102,Z0,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,2017,ZRO1,CHEM,CHEM Tris Base,RMS-000842,11010026,CHEM Tris Base,RES3193T-A7,Z0,100060860,SAFC SIGMA ALDRICH INC,Z3,,,,,
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,2017,ZRO1,CHEM,CHEM Tris Base,RMS-000842,11012961,CHEM Tris Base,MERC1.08386.1000,Z8,100030779,VWR INTERNATIONAL B.V.,Z5,,,,,
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,2017,ZRO1,CHEM,CHEM Tris Base,RMS-000842,11014587,CHEM Tris Base,4101,Z2,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,2017,ZRO1,CHEM,CHEM Tris Base,RMS-000842,11014588,CHEM Tris Base,T9700,Z2,100065571,SPECTRUM LABORATORY PRODUCTS INC,Z3,,,,,
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,2017,ZRO1,CHEM,CHEM Tris Base,RMS-000842,11014589,CHEM Tris Base,T9700,Z3,100065571,SPECTRUM LABORATORY PRODUCTS INC,Z3,,,,,
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,2076,ZRO1,CHEM,CHEM Tris Hydrochloride,RMS-000918,11000799,CHEM Tris Hydrochloride,4106,Z2,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,2076,ZRO1,CHEM,CHEM Tris Hydrochloride,RMS-000918,11010838,CHEM Tris Hydrochloride,1.08219,Z2,100050563,EMD MILLIPORE CORP,Z3,,,,,
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,2076,ZRO1,CHEM,CHEM Tris Hydrochloride,RMS-000918,11012963,CHEM Tris Hydrochloride,MERC1.08219.9010,Z8,100030779,VWR INTERNATIONAL B.V.,Z5,,,,,
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,2076,ZRO1,CHEM,CHEM Tris Hydrochloride,RMS-000918,11015226,CHEM Tris Hydrochloride,4107-XX,Z2,100063260,AVANTOR PERFORMANCE,Z3,,,,,
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,2358,ZRO1,CHEM,CHEM L-Arginine Monohydrochloride USP,RMS-000436,11001678,CHEM L-Arginine Monohydrochloride USP,"20558, 32576, 32602, OR 32831",Z0,100041126,AJINOMOTO HEALTH & NUTRITION,Z3,,,,,
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,3001023,ZRO1,FLTR,"FLTR Opticap XL 4"" w/Aervent 0.2Micron",RMS-001427,11003069,"FLTR Opticap XL 4"" w/Aervent 0.2Micron",KTGRA04TT3,Z0,100046380,EMD MILLIPORE CORP,Z3,,,CA,BOV,TLW
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,3001023,ZRO1,FLTR,"FLTR Opticap XL 4"" w/Aervent 0.2Micron",RMS-001427,11003069,"FLTR Opticap XL 4"" w/Aervent 0.2Micron",KTGRA04TT3,Z0,100046380,EMD MILLIPORE CORP,Z3,,,US,BOV,TLW
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11005897,"SIUSE Tubng  3/4"" Inflate-Purge",HM00018-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11005897,"SIUSE Tubng  3/4"" Inflate-Purge",HM00018-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MX,BOV,TLW
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11005897,"SIUSE Tubng  3/4"" Inflate-Purge",HM00018-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",US,BOV,TLW
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11013203,"SIUSE Tubng  3/4"" Inflate-Purge",HM00316-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,3002121,ZRO1,SIUSE,"SIUSE Tubng  3/4"" Inflate-Purge",RMS-002135,11013203,"SIUSE Tubng  3/4"" Inflate-Purge",HM00316-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MEX,BOV,TLW
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11005898,"SIUSE Tubng 3/4"" Recirculation",HM00026-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11005898,"SIUSE Tubng 3/4"" Recirculation",HM00026-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",MX,BOV,TLW
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11005898,"SIUSE Tubng 3/4"" Recirculation",HM00026-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",US,BOV,TLW
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11013173,"SIUSE Tubng 3/4"" Recirculation",HM00319-I,Z2,100090638,ADVANCED SCIENTIFICS INC,Z3,,,,,
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,3002122,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Recirculation",RMS-002136,11013240,"SIUSE Tubng 3/4"" Recirculation",FTN001-N00-B8151-01,Z2,100050398,MEISSNER FILTRATION PRODUCTS INC,Z3,,,,,
7001513,"SOL 25mM Tris, 0.5M Arginine, pH7.5",,ZHA2,3002123,ZRO1,SIUSE,"SIUSE Tubng 3/4"" Vent Tubing",RMS-002137,11005899,"SIUSE Tubng 3/4"" Vent Tubing",HM00020-I,Z0,100090638,ADVANCED SCIENTIFICS INC,Z3,"MILLERSBURG, PA, US;","MILLERSBURG, PA, US;",CA,BOV,TLW
